"member_casual","duration_bucket","start_day_of_week","start_hour","total_rides","avg_duration"
"casual","1–2 hrs","Monday",0,128,80.6502675782268
"casual","1–2 hrs","Monday",1,43,75.2901271320129
"casual","1–2 hrs","Monday",2,53,80.3851902520132
"casual","1–2 hrs","Monday",3,6,73.9506750007471
"casual","1–2 hrs","Monday",4,6,74.6514777779579
"casual","1–2 hrs","Monday",5,29,81.518351149559
"casual","1–2 hrs","Monday",6,45,81.7522344444416
"casual","1–2 hrs","Monday",7,74,78.8902261263615
"casual","1–2 hrs","Monday",8,182,82.0583209708933
"casual","1–2 hrs","Monday",9,386,82.6555884713336
"casual","1–2 hrs","Monday",10,733,82.5352032742754
"casual","1–2 hrs","Monday",11,905,82.5922320257761
"casual","1–2 hrs","Monday",12,925,81.9156024144362
"casual","1–2 hrs","Monday",13,1012,81.5760047101417
"casual","1–2 hrs","Monday",14,915,82.1117923133273
"casual","1–2 hrs","Monday",15,959,81.506671654511
"casual","1–2 hrs","Monday",16,869,80.0011867663894
"casual","1–2 hrs","Monday",17,816,81.1520021853981
"casual","1–2 hrs","Monday",18,815,80.2446151328965
"casual","1–2 hrs","Monday",19,447,78.3689055928892
"casual","1–2 hrs","Monday",20,352,80.3979621683558
"casual","1–2 hrs","Monday",21,200,78.8288007499774
"casual","1–2 hrs","Monday",22,126,78.5946678572231
"casual","1–2 hrs","Monday",23,77,81.2017707792196
"casual","1–2 hrs","Tuesday",0,89,80.798466666986
"casual","1–2 hrs","Tuesday",1,17,80.601379411127
"casual","1–2 hrs","Tuesday",2,12,82.0901152779659
"casual","1–2 hrs","Tuesday",3,12,77.5574875007073
"casual","1–2 hrs","Tuesday",4,8,72.0425187503298
"casual","1–2 hrs","Tuesday",5,28,81.537639285695
"casual","1–2 hrs","Tuesday",6,51,80.7176428106096
"casual","1–2 hrs","Tuesday",7,92,80.8898822463077
"casual","1–2 hrs","Tuesday",8,127,79.0109914696436
"casual","1–2 hrs","Tuesday",9,288,83.0879692128273
"casual","1–2 hrs","Tuesday",10,403,82.0357620760367
"casual","1–2 hrs","Tuesday",11,579,81.7231760218765
"casual","1–2 hrs","Tuesday",12,586,81.9026217008275
"casual","1–2 hrs","Tuesday",13,623,82.1245460674047
"casual","1–2 hrs","Tuesday",14,566,81.6415690812613
"casual","1–2 hrs","Tuesday",15,572,80.3010005537308
"casual","1–2 hrs","Tuesday",16,587,79.8574701306023
"casual","1–2 hrs","Tuesday",17,584,80.5620723173226
"casual","1–2 hrs","Tuesday",18,526,79.1125984474733
"casual","1–2 hrs","Tuesday",19,368,78.5967509963698
"casual","1–2 hrs","Tuesday",20,210,80.2281268255105
"casual","1–2 hrs","Tuesday",21,138,79.7477917876508
"casual","1–2 hrs","Tuesday",22,103,77.6037084145839
"casual","1–2 hrs","Tuesday",23,78,77.7223561964483
"casual","1–2 hrs","Wednesday",0,36,79.298673610886
"casual","1–2 hrs","Wednesday",1,19,78.5213570180692
"casual","1–2 hrs","Wednesday",2,4,89.9093375007312
"casual","1–2 hrs","Wednesday",3,13,87.4871769232628
"casual","1–2 hrs","Wednesday",4,7,80.2678690478915
"casual","1–2 hrs","Wednesday",5,25,79.1813339996338
"casual","1–2 hrs","Wednesday",6,55,78.2450569699027
"casual","1–2 hrs","Wednesday",7,92,78.9201177536577
"casual","1–2 hrs","Wednesday",8,134,82.1113492536901
"casual","1–2 hrs","Wednesday",9,271,81.3718311192071
"casual","1–2 hrs","Wednesday",10,488,81.8005256488512
"casual","1–2 hrs","Wednesday",11,605,82.2988884296956
"casual","1–2 hrs","Wednesday",12,617,80.2107814965346
"casual","1–2 hrs","Wednesday",13,641,81.7277841654223
"casual","1–2 hrs","Wednesday",14,690,79.9509349757634
"casual","1–2 hrs","Wednesday",15,668,81.3636531435741
"casual","1–2 hrs","Wednesday",16,703,81.1963905405693
"casual","1–2 hrs","Wednesday",17,716,80.410666527101
"casual","1–2 hrs","Wednesday",18,656,78.6333466209835
"casual","1–2 hrs","Wednesday",19,544,80.3651524203665
"casual","1–2 hrs","Wednesday",20,424,78.2521134040828
"casual","1–2 hrs","Wednesday",21,231,75.4100382396153
"casual","1–2 hrs","Wednesday",22,169,80.4440195267722
"casual","1–2 hrs","Wednesday",23,94,80.7093088654339
"casual","1–2 hrs","Thursday",0,71,86.0018955399733
"casual","1–2 hrs","Thursday",1,55,80.6704548486796
"casual","1–2 hrs","Thursday",2,13,71.4590910248267
"casual","1–2 hrs","Thursday",3,13,86.3620230775613
"casual","1–2 hrs","Thursday",4,6,76.3553583330578
"casual","1–2 hrs","Thursday",5,13,92.1288602563051
"casual","1–2 hrs","Thursday",6,58,80.9153798852159
"casual","1–2 hrs","Thursday",7,99,81.986856565933
"casual","1–2 hrs","Thursday",8,167,84.1441792415288
"casual","1–2 hrs","Thursday",9,334,83.9281031935872
"casual","1–2 hrs","Thursday",10,416,81.2651008413961
"casual","1–2 hrs","Thursday",11,539,82.1172386827481
"casual","1–2 hrs","Thursday",12,626,83.342314377024
"casual","1–2 hrs","Thursday",13,760,82.4041073464877
"casual","1–2 hrs","Thursday",14,711,81.3794914438978
"casual","1–2 hrs","Thursday",15,707,81.1196747053237
"casual","1–2 hrs","Thursday",16,666,81.2056515013849
"casual","1–2 hrs","Thursday",17,640,80.4029501303596
"casual","1–2 hrs","Thursday",18,601,81.329265113665
"casual","1–2 hrs","Thursday",19,425,81.0211512940725
"casual","1–2 hrs","Thursday",20,254,81.1645464566279
"casual","1–2 hrs","Thursday",21,184,81.1347529891392
"casual","1–2 hrs","Thursday",22,188,80.2648410462107
"casual","1–2 hrs","Thursday",23,119,76.7263665265396
"casual","1–2 hrs","Friday",0,64,78.783041145963
"casual","1–2 hrs","Friday",1,49,80.8589935375719
"casual","1–2 hrs","Friday",2,28,74.5930017858744
"casual","1–2 hrs","Friday",3,23,73.1062920290491
"casual","1–2 hrs","Friday",4,12,81.3333500001166
"casual","1–2 hrs","Friday",5,54,84.865843518575
"casual","1–2 hrs","Friday",6,60,82.8496602776978
"casual","1–2 hrs","Friday",7,97,82.0661414088253
"casual","1–2 hrs","Friday",8,198,83.0591001682811
"casual","1–2 hrs","Friday",9,460,82.0433341665285
"casual","1–2 hrs","Friday",10,872,82.3805342507927
"casual","1–2 hrs","Friday",11,986,81.8927910411858
"casual","1–2 hrs","Friday",12,1037,81.6800408710049
"casual","1–2 hrs","Friday",13,1011,81.960010633019
"casual","1–2 hrs","Friday",14,1023,79.681808960531
"casual","1–2 hrs","Friday",15,986,80.6369919202632
"casual","1–2 hrs","Friday",16,923,80.1173927950833
"casual","1–2 hrs","Friday",17,846,80.7644655436958
"casual","1–2 hrs","Friday",18,770,80.1209031818182
"casual","1–2 hrs","Friday",19,537,78.6674044692686
"casual","1–2 hrs","Friday",20,313,79.5009996805074
"casual","1–2 hrs","Friday",21,244,79.3513964480878
"casual","1–2 hrs","Friday",22,255,80.8251821570303
"casual","1–2 hrs","Friday",23,196,78.9094691328654
"casual","1–2 hrs","Saturday",0,191,81.1021456370179
"casual","1–2 hrs","Saturday",1,158,82.6906025313627
"casual","1–2 hrs","Saturday",2,82,79.1106532518941
"casual","1–2 hrs","Saturday",3,39,77.29344487231
"casual","1–2 hrs","Saturday",4,13,84.6043820500374
"casual","1–2 hrs","Saturday",5,37,86.5672153157157
"casual","1–2 hrs","Saturday",6,112,84.3942242556739
"casual","1–2 hrs","Saturday",7,227,82.4112403083303
"casual","1–2 hrs","Saturday",8,491,82.9099825527339
"casual","1–2 hrs","Saturday",9,984,82.3809856368234
"casual","1–2 hrs","Saturday",10,1567,82.5420820144916
"casual","1–2 hrs","Saturday",11,2180,81.3895485626685
"casual","1–2 hrs","Saturday",12,2255,81.5444804065014
"casual","1–2 hrs","Saturday",13,2367,81.4930804675204
"casual","1–2 hrs","Saturday",14,2202,81.2908754692794
"casual","1–2 hrs","Saturday",15,2085,80.3815866746205
"casual","1–2 hrs","Saturday",16,1818,80.6201549229973
"casual","1–2 hrs","Saturday",17,1582,80.1408848504401
"casual","1–2 hrs","Saturday",18,1133,79.6052614004621
"casual","1–2 hrs","Saturday",19,797,79.5027211835822
"casual","1–2 hrs","Saturday",20,578,80.7402295270181
"casual","1–2 hrs","Saturday",21,546,78.7988492979599
"casual","1–2 hrs","Saturday",22,466,78.4836831544772
"casual","1–2 hrs","Saturday",23,293,78.1835515358885
"casual","1–2 hrs","Sunday",0,190,79.7615414034484
"casual","1–2 hrs","Sunday",1,159,79.1123802935052
"casual","1–2 hrs","Sunday",2,103,81.9020893203402
"casual","1–2 hrs","Sunday",3,51,76.3119186279041
"casual","1–2 hrs","Sunday",4,28,88.3393642859799
"casual","1–2 hrs","Sunday",5,40,83.1315524999301
"casual","1–2 hrs","Sunday",6,115,82.2112197101289
"casual","1–2 hrs","Sunday",7,287,85.1974141113019
"casual","1–2 hrs","Sunday",8,504,83.8228601189912
"casual","1–2 hrs","Sunday",9,820,82.1284765040051
"casual","1–2 hrs","Sunday",10,1291,83.34196581457
"casual","1–2 hrs","Sunday",11,1678,82.5515172427616
"casual","1–2 hrs","Sunday",12,2046,81.1271490795133
"casual","1–2 hrs","Sunday",13,1896,81.8591104606641
"casual","1–2 hrs","Sunday",14,2073,81.2924200273304
"casual","1–2 hrs","Sunday",15,1968,80.6805787686329
"casual","1–2 hrs","Sunday",16,1698,80.1487068707984
"casual","1–2 hrs","Sunday",17,1452,80.2698883723485
"casual","1–2 hrs","Sunday",18,1071,80.7838337846237
"casual","1–2 hrs","Sunday",19,708,78.6669485404274
"casual","1–2 hrs","Sunday",20,406,78.9198816500568
"casual","1–2 hrs","Sunday",21,312,79.5025932158415
"casual","1–2 hrs","Sunday",22,258,77.789658656185
"casual","1–2 hrs","Sunday",23,166,80.5489969876157
"casual",">2 hrs","Monday",0,28,539.295625595678
"casual",">2 hrs","Monday",1,30,302.652608888679
"casual",">2 hrs","Monday",2,16,540.460503124446
"casual",">2 hrs","Monday",3,1,457.683333333333
"casual",">2 hrs","Monday",4,7,358.799052381516
"casual",">2 hrs","Monday",5,10,388.203799999952
"casual",">2 hrs","Monday",6,18,229.147212962089
"casual",">2 hrs","Monday",7,38,263.594576316026
"casual",">2 hrs","Monday",8,64,274.121337760364
"casual",">2 hrs","Monday",9,161,204.655560973194
"casual",">2 hrs","Monday",10,246,190.012582926908
"casual",">2 hrs","Monday",11,332,186.763969829272
"casual",">2 hrs","Monday",12,306,190.372590032603
"casual",">2 hrs","Monday",13,333,193.808800100242
"casual",">2 hrs","Monday",14,276,204.253723912898
"casual",">2 hrs","Monday",15,231,240.257953535599
"casual",">2 hrs","Monday",16,195,216.187324529631
"casual",">2 hrs","Monday",17,210,291.331384841298
"casual",">2 hrs","Monday",18,186,328.953373028471
"casual",">2 hrs","Monday",19,83,341.698282128453
"casual",">2 hrs","Monday",20,77,388.252662337497
"casual",">2 hrs","Monday",21,53,497.730117295373
"casual",">2 hrs","Monday",22,36,623.593849536777
"casual",">2 hrs","Monday",23,20,541.229367499749
"casual",">2 hrs","Tuesday",0,8,296.59208958298
"casual",">2 hrs","Tuesday",1,17,305.56728823559
"casual",">2 hrs","Tuesday",2,7,296.3919499999
"casual",">2 hrs","Tuesday",3,9,391.123427778262
"casual",">2 hrs","Tuesday",4,5,691.874366666476
"casual",">2 hrs","Tuesday",5,2,127.258558334907
"casual",">2 hrs","Tuesday",6,23,330.281260144019
"casual",">2 hrs","Tuesday",7,32,364.611530729135
"casual",">2 hrs","Tuesday",8,51,278.102359804141
"casual",">2 hrs","Tuesday",9,126,215.47226706349
"casual",">2 hrs","Tuesday",10,207,204.884565861521
"casual",">2 hrs","Tuesday",11,235,202.978972198693
"casual",">2 hrs","Tuesday",12,200,189.634695166608
"casual",">2 hrs","Tuesday",13,202,193.582314851437
"casual",">2 hrs","Tuesday",14,185,227.508150360627
"casual",">2 hrs","Tuesday",15,131,240.292398091521
"casual",">2 hrs","Tuesday",16,134,300.090493781323
"casual",">2 hrs","Tuesday",17,154,355.232706385464
"casual",">2 hrs","Tuesday",18,146,376.460091552479
"casual",">2 hrs","Tuesday",19,85,422.305810196213
"casual",">2 hrs","Tuesday",20,45,297.482802963345
"casual",">2 hrs","Tuesday",21,46,261.870902173588
"casual",">2 hrs","Tuesday",22,30,456.603513333268
"casual",">2 hrs","Tuesday",23,31,414.093158602202
"casual",">2 hrs","Wednesday",0,22,490.600120454304
"casual",">2 hrs","Wednesday",1,4,484.367699999611
"casual",">2 hrs","Wednesday",2,3,473.828316667345
"casual",">2 hrs","Wednesday",3,4,322.93974583447
"casual",">2 hrs","Wednesday",4,6,576.028625000186
"casual",">2 hrs","Wednesday",5,12,347.681565276782
"casual",">2 hrs","Wednesday",6,20,273.793242500027
"casual",">2 hrs","Wednesday",7,46,277.264714492749
"casual",">2 hrs","Wednesday",8,82,230.132334756124
"casual",">2 hrs","Wednesday",9,121,225.374610193045
"casual",">2 hrs","Wednesday",10,207,211.041601288491
"casual",">2 hrs","Wednesday",11,238,228.188076960874
"casual",">2 hrs","Wednesday",12,204,226.916479902057
"casual",">2 hrs","Wednesday",13,205,187.087775121995
"casual",">2 hrs","Wednesday",14,232,215.799829956821
"casual",">2 hrs","Wednesday",15,195,241.706247948683
"casual",">2 hrs","Wednesday",16,193,276.689183765104
"casual",">2 hrs","Wednesday",17,224,312.790345833309
"casual",">2 hrs","Wednesday",18,214,262.870763473477
"casual",">2 hrs","Wednesday",19,217,320.790258218268
"casual",">2 hrs","Wednesday",20,86,397.549932170191
"casual",">2 hrs","Wednesday",21,62,436.027069892742
"casual",">2 hrs","Wednesday",22,38,494.446493421416
"casual",">2 hrs","Wednesday",23,33,506.139700504866
"casual",">2 hrs","Thursday",0,27,473.925648148413
"casual",">2 hrs","Thursday",1,9,266.157642592766
"casual",">2 hrs","Thursday",2,10,241.907885000308
"casual",">2 hrs","Thursday",3,5,409.198749999205
"casual",">2 hrs","Thursday",4,7,462.350490476404
"casual",">2 hrs","Thursday",5,9,361.564155554772
"casual",">2 hrs","Thursday",6,21,320.41822619003
"casual",">2 hrs","Thursday",7,47,291.989163120418
"casual",">2 hrs","Thursday",8,61,255.080073224195
"casual",">2 hrs","Thursday",9,118,226.489958474293
"casual",">2 hrs","Thursday",10,182,203.816767765663
"casual",">2 hrs","Thursday",11,244,194.641662704717
"casual",">2 hrs","Thursday",12,225,202.601030666846
"casual",">2 hrs","Thursday",13,206,209.641819983856
"casual",">2 hrs","Thursday",14,200,222.082694999774
"casual",">2 hrs","Thursday",15,192,200.451919618187
"casual",">2 hrs","Thursday",16,174,229.328844731749
"casual",">2 hrs","Thursday",17,201,279.405066086246
"casual",">2 hrs","Thursday",18,146,357.26485936081
"casual",">2 hrs","Thursday",19,157,266.856363588356
"casual",">2 hrs","Thursday",20,93,290.936579749405
"casual",">2 hrs","Thursday",21,41,379.389937804773
"casual",">2 hrs","Thursday",22,64,396.690853125291
"casual",">2 hrs","Thursday",23,33,421.661660606452
"casual",">2 hrs","Friday",0,36,485.462824999403
"casual",">2 hrs","Friday",1,23,355.899413767759
"casual",">2 hrs","Friday",2,12,328.96438610918
"casual",">2 hrs","Friday",3,10,449.614550000032
"casual",">2 hrs","Friday",4,7,268.908878571079
"casual",">2 hrs","Friday",5,11,224.723046970006
"casual",">2 hrs","Friday",6,18,228.878751851894
"casual",">2 hrs","Friday",7,39,259.546030341662
"casual",">2 hrs","Friday",8,78,235.019443162282
"casual",">2 hrs","Friday",9,176,201.265842803161
"casual",">2 hrs","Friday",10,330,194.932162474755
"casual",">2 hrs","Friday",11,318,199.981696226274
"casual",">2 hrs","Friday",12,352,208.511355681853
"casual",">2 hrs","Friday",13,324,215.927703703872
"casual",">2 hrs","Friday",14,306,225.642552287737
"casual",">2 hrs","Friday",15,263,214.72977541185
"casual",">2 hrs","Friday",16,260,255.097699615268
"casual",">2 hrs","Friday",17,254,259.933055445935
"casual",">2 hrs","Friday",18,244,305.559885655726
"casual",">2 hrs","Friday",19,136,357.424621691073
"casual",">2 hrs","Friday",20,124,395.965222849416
"casual",">2 hrs","Friday",21,65,355.152454358737
"casual",">2 hrs","Friday",22,83,389.026091365211
"casual",">2 hrs","Friday",23,70,421.25585809543
"casual",">2 hrs","Saturday",0,100,378.840835500002
"casual",">2 hrs","Saturday",1,62,476.163003225609
"casual",">2 hrs","Saturday",2,46,424.98571739119
"casual",">2 hrs","Saturday",3,26,522.664698076707
"casual",">2 hrs","Saturday",4,11,403.76875757557
"casual",">2 hrs","Saturday",5,13,224.486576923652
"casual",">2 hrs","Saturday",6,38,199.9959385966
"casual",">2 hrs","Saturday",7,101,219.884726897994
"casual",">2 hrs","Saturday",8,145,215.412693563138
"casual",">2 hrs","Saturday",9,351,187.139808119509
"casual",">2 hrs","Saturday",10,561,207.171872341017
"casual",">2 hrs","Saturday",11,623,191.407442723359
"casual",">2 hrs","Saturday",12,644,208.836397774348
"casual",">2 hrs","Saturday",13,673,217.056159286714
"casual",">2 hrs","Saturday",14,610,197.825586366041
"casual",">2 hrs","Saturday",15,543,208.881943247405
"casual",">2 hrs","Saturday",16,438,236.180915296758
"casual",">2 hrs","Saturday",17,329,267.015390172423
"casual",">2 hrs","Saturday",18,288,295.374850636638
"casual",">2 hrs","Saturday",19,207,288.371696859992
"casual",">2 hrs","Saturday",20,159,322.031180608048
"casual",">2 hrs","Saturday",21,143,340.521167715807
"casual",">2 hrs","Saturday",22,93,433.815294802616
"casual",">2 hrs","Saturday",23,96,447.090506076523
"casual",">2 hrs","Sunday",0,74,408.676025450391
"casual",">2 hrs","Sunday",1,69,402.721262077145
"casual",">2 hrs","Sunday",2,39,377.137562820443
"casual",">2 hrs","Sunday",3,33,477.449279292906
"casual",">2 hrs","Sunday",4,19,375.04614385952
"casual",">2 hrs","Sunday",5,17,287.275012744876
"casual",">2 hrs","Sunday",6,104,202.305872275547
"casual",">2 hrs","Sunday",7,132,199.109498863509
"casual",">2 hrs","Sunday",8,174,222.974127298593
"casual",">2 hrs","Sunday",9,235,192.949788723432
"casual",">2 hrs","Sunday",10,420,206.157193174551
"casual",">2 hrs","Sunday",11,530,194.271460345871
"casual",">2 hrs","Sunday",12,581,184.537434767596
"casual",">2 hrs","Sunday",13,608,203.064511458321
"casual",">2 hrs","Sunday",14,577,196.79189852671
"casual",">2 hrs","Sunday",15,496,217.241976142506
"casual",">2 hrs","Sunday",16,402,261.167874129188
"casual",">2 hrs","Sunday",17,317,254.789464984269
"casual",">2 hrs","Sunday",18,214,293.684471651234
"casual",">2 hrs","Sunday",19,146,349.113574200787
"casual",">2 hrs","Sunday",20,112,401.387285416361
"casual",">2 hrs","Sunday",21,74,361.514269594513
"casual",">2 hrs","Sunday",22,60,445.542844722271
"casual",">2 hrs","Sunday",23,50,430.438750000477
